,Unnamed: 0,Datetime,TweetId,Text,EncodedText,Username,Tweet,Language,Drug,IsValid,CleanText,AbsText,WordCount,AbsCount
54183,54183,2020-03-04 15:34:46+00:00,1235227192528863238,"@CarolineWyatt Caroline, So it seems that HMSCT isn't the answer for all. I'm on Ocrevus now. Interested in Metformin trial and LIFNano trial upcoming (hopefully). I think there will be a 'cure' in next 5 to 10 years. Hopefully I can 'on my feet' until it arrives. Best wishes.","b""@CarolineWyatt Caroline, So it seems that HMSCT isn't the answer for all. I'm on Ocrevus now. Interested in Metformin trial and LIFNano trial upcoming (hopefully). I think there will be a 'cure' in next 5 to 10 years. Hopefully I can 'on my feet' until it arrives. Best wishes.""",SnappyTom01,https://twitter.com/SnappyTom01/status/1235227192528863238,en,ocrevus,,Caroline So it seems that HMSCT isnt the answer for all Im on Ocrevus now Interested in Metformin trial and LIFNano trial upcoming hopefully I think there will be a cure in next to years Hopefully I can on my feet until it arrives Best wishes,Caroline So it seems that HMSCT isnt the answer for all Im on Ocrevus now Interested in Metformin trial and LIFNano trial upcoming hopefully I think there will be a cure in next to years Hopefully I can on my feet until it arrives Best wishes,46,46
49550,49550,2021-03-19 15:29:49+00:00,1372933334007943170,"@Brandon_Beaber I've been on Ocrevus for almost 2 1/2 years,  I'm stable no new lesions. I don't plan on changing. This concerns me if it's age-related. Thanks for posting this article.","b""@Brandon_Beaber I've been on Ocrevus for almost 2 1/2 years,  I'm stable no new lesions. I don't plan on changing. This concerns me if it's age-related. Thanks for posting this article.""",WipeOutMS,https://twitter.com/WipeOutMS/status/1372933334007943170,en,ocrevus,,Ive been on Ocrevus for almost 2 years Im stable no new lesions I dont plan on changing This concerns me if its agerelated Thanks for posting this article,Ive been on Ocrevus for almost 2 years Im stable no new lesions I dont plan on changing This concerns me if its agerelated Thanks for posting this article,29,29
17268,17268,2018-06-02 07:05:06+00:00,1002808307730575360,Dimethyl fumarate induces a persistent change in the composition of the innate and adaptive immune system in #multiplesclerosis patients  https://t.co/uJqZpR6Caj https://t.co/c06ksvOpAh,b'Dimethyl fumarate induces a persistent change in the composition of the innate and adaptive immune system in #multiplesclerosis patients  https://t.co/uJqZpR6Caj https://t.co/c06ksvOpAh',NeurologiaCaste,https://twitter.com/NeurologiaCaste/status/1002808307730575360,en,dimethyl fumarate,,Dimethyl fumarate induces a persistent change in the composition of the innate and adaptive immune system in multiplesclerosis patients,Dimethyl fumarate induces a persistent change in the composition of the innate and adaptive immune system in patients,19,18
67444,67444,2020-10-19 23:10:22+00:00,1318328666414305280,@Chalenging_MS The funny thing is that I was in quarantine at the beginning of the year for 2-3 months due to Lemtrada. Just when I'm ready to get out and about covid hits and I've been really staying at home ever since. Only times I'm out in public are for doctor appts &amp; I get my temp checked!,"b""@Chalenging_MS The funny thing is that I was in quarantine at the beginning of the year for 2-3 months due to Lemtrada. Just when I'm ready to get out and about covid hits and I've been really staying at home ever since. Only times I'm out in public are for doctor appts &amp; I get my temp checked!""",Lighty99,https://twitter.com/Lighty99/status/1318328666414305280,en,lemtrada,,The funny thing is that I was in quarantine at the beginning of the year for 3 months due to Lemtrada Just when Im ready to get out and about covid hits and Ive been really staying at home ever since Only times Im out in public are for doctor appts  I get my temp checked,The funny thing is that I was in quarantine at the beginning of the year for 3 months due to Lemtrada Just when Im ready to get out and about covid hits and Ive been really staying at home ever since Only times Im out in public are for doctor appts  I get my temp checked,56,56
25717,25717,2019-09-13 16:32:47+00:00,1172548690638098432,Data from the INFORMS trial (gilenya [fingolimod] for primary progressive MS) suggest that decreased lymphocytes (white blood cell counts) do not correlate with the risk of infections. https://t.co/hkhotgNI9h,b'Data from the INFORMS trial (gilenya [fingolimod] for primary progressive MS) suggest that decreased lymphocytes (white blood cell counts) do not correlate with the risk of infections. https://t.co/hkhotgNI9h',Brandon_Beaber,https://twitter.com/Brandon_Beaber/status/1172548690638098432,en,fingolimod,,Data from the INFORMS trial gilenya fingolimod for primary progressive MS suggest that decreased lymphocytes white blood cell counts do not correlate with the risk of infections,Data from the INFORMS trial gilenya fingolimod for primary progressive MS suggest that decreased lymphocytes white blood cell counts do not correlate with the risk of infections,27,27
52155,52155,2020-08-28 20:25:25+00:00,1299442989010386947,"We are looking for Inj Ocrevus (ocrelizumab for relapsing multiple sclerosis treatment) in Islamabad, patient is under treatment at PIMS. Is there any way to get it on subsidized rates or any already existing resource in system that can help with cost ? TIA","b'We are looking for Inj Ocrevus (ocrelizumab for relapsing multiple sclerosis treatment) in Islamabad, patient is under treatment at PIMS. Is there any way to get it on subsidized rates or any already existing resource in system that can help with cost ? TIA'",HummaSaif,https://twitter.com/HummaSaif/status/1299442989010386947,en,ocrevus,,We are looking for Inj Ocrevus ocrelizumab for relapsing multiple sclerosis treatment in Islamabad patient is under treatment at PIMS Is there any way to get it on subsidized rates or any already existing resource in system that can help with cost  TIA,We are looking for Inj Ocrevus ocrelizumab for relapsing multiple sclerosis treatment in Islamabad patient is under treatment at PIMS Is there any way to get it on subsidized rates or any already existing resource in system that can help with cost  TIA,43,43
48501,48501,2021-05-19 16:47:29+00:00,1395058540109312005,#ocrevus do I need to take anything with me? I know I will be able to take a laptop.,b'#ocrevus do I need to take anything with me? I know I will be able to take a laptop.',nyuchu77rebirth,https://twitter.com/nyuchu77rebirth/status/1395058540109312005,en,ocrevus,,ocrevus do I need to take anything with me I know I will be able to take a laptop,do I need to take anything with me I know I will be able to take a laptop,19,18
65393,65393,2018-09-05 13:56:25+00:00,1037338667021488128,They are making submittal to NCPE to request Ocrelizumab be made available to sufferers. My hope rises ... March 28th ms Ireland that #simonharristd will meet them “in the near future”. Hope rises further!! September 5th makes me wonder what the near future means in the ministers,b'They are making submittal to NCPE to request Ocrelizumab be made available to sufferers. My hope rises ... March 28th ms Ireland that #simonharristd will meet them \xe2\x80\x9cin the near future\xe2\x80\x9d. Hope rises further!! September 5th makes me wonder what the near future means in the ministers',DeclanDsmith,https://twitter.com/DeclanDsmith/status/1037338667021488128,en,ocrelizumab,,They are making submittal to NCPE to request Ocrelizumab be made available to sufferers My hope rises  March th ms Ireland that simonharristd will meet them in the near future Hope rises further September th makes me wonder what the near future means in the ministers,They are making submittal to NCPE to request Ocrelizumab be made available to sufferers My hope rises  March th ms Ireland that will meet them in the near future Hope rises further September th makes me wonder what the near future means in the ministers,46,45
59045,59045,2018-04-25 10:41:15+00:00,989091962992189440,"JEFFERIES $TGTX data continue to suggest ubli has a similar to potentially better efficacy profile than Ocrevus, with more favorable dosing regimen.view ubli RMS as an under-appreciated,longterm shot on goal.key near-term event remains top-line ORR data from UNITY-CLL later in Q2","b'JEFFERIES $TGTX data continue to suggest ubli has a similar to potentially better efficacy profile than Ocrevus, with more favorable dosing regimen.view ubli RMS as an under-appreciated,longterm shot on goal.key near-term event remains top-line ORR data from UNITY-CLL later in Q2'",semodough,https://twitter.com/semodough/status/989091962992189440,en,ocrevus,,JEFFERIES TGTX data continue to suggest ubli has a similar to potentially better efficacy profile than Ocrevus with more favorable dosing regimenview ubli RMS as an underappreciatedlongterm shot on goalkey nearterm event remains topline ORR data from UNITYCLL later in Q2,JEFFERIES TGTX data continue to suggest ubli has a similar to potentially better efficacy profile than Ocrevus with more favorable dosing regimenview ubli RMS as an underappreciatedlongterm shot on goalkey nearterm event remains topline ORR data from UNITYCLL later in Q2,41,41
65506,65506,2018-07-18 08:57:13+00:00,1019506364006256640,(Ocrelizumab for multiple sclerosis.) has been published on MyNeuroNews - https://t.co/socazYuWQo,b'(Ocrelizumab for multiple sclerosis.) has been published on MyNeuroNews - https://t.co/socazYuWQo',MyNeuroNewscom,https://twitter.com/MyNeuroNewscom/status/1019506364006256640,en,ocrelizumab,,Ocrelizumab for multiple sclerosis has been published on MyNeuroNews ,Ocrelizumab for multiple sclerosis has been published on MyNeuroNews ,9,9
34291,34291,2020-09-22 13:46:13+00:00,1308402223349665797,@NelsonNarciso5 Unfortunately I have been diagnosed 14 yrs and was on Tysabri for 10 until they switched me to Ocrelizumab for fear of JC virus 😢,b'@NelsonNarciso5 Unfortunately I have been diagnosed 14 yrs and was on Tysabri for 10 until they switched me to Ocrelizumab for fear of JC virus \xf0\x9f\x98\xa2',teacheremma,https://twitter.com/teacheremma/status/1308402223349665797,en,tysabri,,Unfortunately I have been diagnosed yrs and was on Tysabri for until they switched me to Ocrelizumab for fear of JC virus,Unfortunately I have been diagnosed yrs and was on Tysabri for until they switched me to Ocrelizumab for fear of JC virus,22,22
56662,56662,2019-04-25 15:24:45+00:00,1121434879860850689,"@JRoc21340366 Well yay for Ocrevus being an option!  I hope it’s as good for you, as it’s been for me ☺️","b'@JRoc21340366 Well yay for Ocrevus being an option!  I hope it\xe2\x80\x99s as good for you, as it\xe2\x80\x99s been for me \xe2\x98\xba\xef\xb8\x8f'",got_myelin,https://twitter.com/got_myelin/status/1121434879860850689,en,ocrevus,,Well yay for Ocrevus being an option I hope its as good for you as its been for me,Well yay for Ocrevus being an option I hope its as good for you as its been for me,19,19
46436,46436,2021-09-24 00:23:01+00:00,1441196439456006153,@Lighty99 I canceled my Ocrevus infusion and I haven’t rescheduled it yet.,b'@Lighty99 I canceled my Ocrevus infusion and I haven\xe2\x80\x99t rescheduled it yet.',OJIBAJO,https://twitter.com/OJIBAJO/status/1441196439456006153,en,ocrevus,,I canceled my Ocrevus infusion and I havent rescheduled it yet,I canceled my Ocrevus infusion and I havent rescheduled it yet,11,11
58918,58918,2018-05-08 21:55:09+00:00,993972600845021187,"MS News that Caught My Eye: Mediterranean Diet, Medical Marijuana, Ocrevus, Myelin Repair https://t.co/bllBVIli9N #cannabis #training","b'MS News that Caught My Eye: Mediterranean Diet, Medical Marijuana, Ocrevus, Myelin Repair https://t.co/bllBVIli9N #cannabis #training'",mjbiztraining,https://twitter.com/mjbiztraining/status/993972600845021187,en,ocrevus,,MS News that Caught My Eye Mediterranean Diet Medical Marijuana Ocrevus Myelin Repair cannabis training,MS News that Caught My Eye Mediterranean Diet Medical Marijuana Ocrevus Myelin Repair,15,13
17547,17547,2020-03-17 17:32:34+00:00,1239967880285786113,"@KlausSchmierer @drbarrysinger @C_OrejaGuevara @J_SastreGarriga @bart_professor @GavinGiovannoni @SKriegerMD No, we stopped Dimethylfumarate until full recovery. We prefer discontinuing ongoing first line DMDs in case of positivity to SARS-Cov-2. Regarding the patient on Natalizumab, he is strictly observed and will retested on 02/04 to evaluate opportunity for a next infusion","b'@KlausSchmierer @drbarrysinger @C_OrejaGuevara @J_SastreGarriga @bart_professor @GavinGiovannoni @SKriegerMD No, we stopped Dimethylfumarate until full recovery. We prefer discontinuing ongoing first line DMDs in case of positivity to SARS-Cov-2. Regarding the patient on Natalizumab, he is strictly observed and will retested on 02/04 to evaluate opportunity for a next infusion'",GiovannaBorri19,https://twitter.com/GiovannaBorri19/status/1239967880285786113,en,dimethylfumarate,,No we stopped Dimethylfumarate until full recovery We prefer discontinuing ongoing first line DMDs in case of positivity to SARSCov2 Regarding the patient on Natalizumab he is strictly observed and will retested on 04 to evaluate opportunity for a next infusion,No we stopped Dimethylfumarate until full recovery We prefer discontinuing ongoing first line DMDs in case of positivity to SARSCov2 Regarding the patient on Natalizumab he is strictly observed and will retested on 04 to evaluate opportunity for a next infusion,41,41
