,CleanText,Label
261,Bill for my ocrevus infusion is . . Thankful as always for health insurance. Holy smokes.,1
262,. People receiving treatment with an anti CD agent e.g. rituximab ocrelizumab ofatumumab commonly used for conditions such as multiple sclerosis rheumatoid arthritis leukemias lymphoma etc.,0
263,Really good even though I have nothing to compare it to. The first year I would only have symptoms a week before an infusion. Second year I had added stress in my life so lots of flare ups. yearly MRIs since starting Ocrevus and no new lesions.,1
264,Are all anti CD treatments the same This is a case report of someone who developed neutropenia low neutrophils a type of white blood cell not normally affected by these drugs when switching from rituximab to Ocrevus.,0
265,I worked on Tysabri when it was taken off the market originally because of PML. I had an inkling in the back of my mind but it was still a shock to the system.,1
266,Very interesting study. The next few years we will find the real infection risk of ocrelizumab from national registries and studies including until then better be vigilant ,0
267,Novartis real world data at AAN confirms benefit of Gilenya on four key measures of disease activity in relaps...,0
268,My rd Infusion with tysabri,1
269,New Trip Siponimod for treating secondary progressive multiple sclerosis,0
270,Efficacy of Ocrelizumab in Autoimmune Encephalitis Full Text View ,0
271,A I was on Tysabri for years and it went well. Switched to Glatopa Copaxone when I found out I was pregnant. Still on Glatopa and I hate it ChatMS,1
272,Bruising following natalizumab infusion for relapsing remitting multiple sclerosis I am getting this on tysabri,1
273,FDA Approves Ocrelizumab Ocrevus for Relapsing Primary Progressive MS,0
274,Wow that is a lot of needles I m on Kesimpta too. Before that Aubagio which made me sick as a dog. I ve only been diagnosed years but I take other shots for other things so I can sympathize with that pincushion feeling. Glad to hear you re kicking its butt goals,1
275,Or in months after for that matter... lemtrada,0
276,Mayzent is a studied and proven drug for treating relapsing forms of multiple sclerosis. The FDA recommends CYP C genotyping testing prior to initiating treatment because results can predict patients enzyme activity and guide medication dosing.,0
277,Spotlight On rolling the dice on Tysabri stroke trial BIIB pharma,0
278,Especially since these are the first MRIs since going through two rounds of Lemtrada. Its kind of important to see how the DMT is doing.,0
279,Well it does seem to make the hour ocrevus infusion a pleasant experience ,1
280,I m lucky enough to be on Tecfidera so I don t have to be plugged in like you guys.,1
281,Ocrelizumab licensed for people with early primary progressive ... SclerosiMultipla English MultipleSclerosis,0
282,New era. st MS patient to have their brand name oral DMT substituted with a generic without a call from pharmacy. Mylans dimethyl fumarate replaced Tecfidera. Patient had copay with no word on copay assistance.,0
283,New Ocrelizumab access program has no placebo All participants to get the actual innovative drug,0
284,Quite For me Tecfidera was definitely worse than MS too. Really glad fingolimod is helping.,1
285, NVS fingolimod shown to significantly reduce MS relapses in paediatric patients in PIII trial,0
286,Merck European Medicines Agency To Review MAA For Cladribine Tablets ms multiplesclerosis,0
287,New work from cladribine improves quality of life in people with MS MSJ,0
288,MSVirtual Rituximab Ocrevus Linked to Higher Risk of Worse COVID Outcomes Lyfebulb healthcare DigitalHealth,0
289,This week we have two reports in to treat autoimmune myocarditis from immune checkpoint inhibitors alemtuzumab and abatacept. I have long been thinking about abatacept and glad someone gave it a shot Our armamentarium is expanding ,0
290,I m celebrating WMSD by anxiously waiting for tomorrow so I can start my new medication tecfidera,1
291,Tysabri today That illusive is getting closer Perfect timing for the weekend ahead ,0
292,Prof. Antonella De Donno et al. investigated the comparative age related efficacy of dimethyl fumarate DMF and natalizumab NTZ in clinical practice on multiple sclerosis MS . MultipleSclerosis Full Text is Available Via ,0
293,Well I am the queen of fucking up. My tysabri infusion isn t until pm.,1
294,Finally. tysabrituesday tysabri abitlate Salford Royal NHS Foundation Trust,0
295, MKKGY NEW ARTICLE EMD Serono and the pCPA sign LOI for Mavenclad,0
296, BIIB s high stakes bet on Alzheimers is even more critical as generic competition erodes blockbuster cash cow Tecfidera for multiplesclerosis. FDA adcom will meet Nov. and is due to decide in March reports,0
297,Terrible allergies eye swelling. Feel sure it s connected to Tecfidera MS. Any takers have similar ,1
298,Well good luck with it Im on Tysabri over years and have had no more new damage requiring Roids. Stress MH issues tend to make the old damage flare up with pain sadly.,1
299,Can I ask what you used Also what medication are you on I take Gilenya now. I know some people were using an isolate and didn t know.,1
300,Small victories I guess the Tecfidera is doing some good after all,1
301,Over on our forum bronwynmogridge has some questions about potential side effects of Tysabri. Could you help out ,1
302,In an online Ocrevus group that Im in a few members posted that they contracted COVID . Of those who later had antibody testing I believe only one stated that they were positive for antibodies and I think he said he was about several months out from his infusion.,1
303,Its a very common side effect of Lemtrada am over likely to develop thyroid issues however a lot more manageable than MS so was a risk worth taking,1
304,views on the blog WOW just WOW. More new glasses and why Gareth wil be practicing his lumberjack skills lemtrada ms multiplesclerosis,0
305,Week one on Tecfidera done Here s my latest diary blog ,1
306,A new biologic medication for my MS thats supposed to help reduce flares and improve my quality of life. Im super nervous bc its newer can cause adverse effects exaggerated symptoms from now till the next day. Keep me in your prayers retuximab ocrevus ,1
307,In a study presented at ASCO researchers tested simultaneous vs delayed rituximab with cladribine in patients with hairy cell leukemia.,0
308,Well I shill every days for about Tysabri,1
309,To my knowledge its like Lemtradas little brother. Lemtrada has been in the game a long time has more data. Clad seems to have far less data but is a massive prospect from the info I hear. Everyone extremely positive on Clad. Im not an expert best of luck ,1
310,I delayed my most recent Ocrevus infusion for two months on my neurologists suggestion. Was told that was about as far as you should push the delay....,1
311,Got my rd infusion of Tysabri today. Seems to working but it is an autoimmune disease with no cure after all FuckMS staystrong needcure,1
312,Multiple sclerosis MS patients who experienced a relapse between their first and second rounds of Lemtrada...,0
313,How close are we to knowing the optimal dose of fingolimod ClinicSpeak ResearchSpeak,0
314,I tried tecfidera but was intolerant to it. Got to day . Been on Avonex since April .,1
315,Not sure on Aubagio LIke why ,0
316,I was on Tecfidera the longest about years . Now Im getting my second full dose of ocrevus in august. I hope I start to see something soon.,1
317,Good news indeed although remember ocrelizumab s effect is only modest in PPMS. There is much more to be done still.,0
318,MS News That Caught My Eye An Acne Drug Acthar Gel Lemtrada and MS Drugs,1
319,CHEManager update Sanofi Pays Million to End Lemtrada Claims,0
320,A new treatment for relapsping remitting MS has been recommended for a licence in Europe read more on the link below cladribine,0
321,Diagnosed with RRMS in . Wasn t put on treatment until . Currently on my rd different anti relapse meds which is ocrevus. Fingers crossed it s my last and it works ,1
322,Happy New Year I switched from Tecfidera to Ocrevus which worked great with regards to no new lesions. I did experience some worsening but no relapses. Not quite sure though if its a good time to switch to a B cell depleting DMT in these pandemic times though.,1
323,Alemtuzumab is used to treat chronic lymphocytic leukemia CLL cutaneous T cell lymphoma CTCL and T cell lymphoma. It works by binding to CD a protein on the surface of T lymphocytes binding that results in targeted destruction by the immune system.,0
324,Wouldn t you want to know what RO is at Cpeak Is it weird the assay can t detect a specific RO below What is a concering level of RO for the long term Just wondering if there are known RO levels for say natalizumab or vedolizumab... MORF,0
325,Adjusted to the max rate min ago Ocrevus,0
326,Allergic and potentially serious reaction to gaberpentin not my usual post for lemtrada ms MultipleSclerosis,1
327,Excited by the prospect of more interviews from Rather selfishly I would like to understand about the long term impacts on immunity following alemtuzumab lemtrada and susceptibilty of covid . I had round in MSCOVID ,0
328, Clinical exacerbation of SARSCoV infection after fingolimod withdrawal Wiley has been published on The Globe ,0
329,Does your energy return after dose Ive noticed much reduced energy level on Gilenya,1
330,Alemtuzumab improves quality of life outcomes compared with subcutaneous interferon beta a in patients with active relapsing remitting multiple sclerosis MS MultipleSclerosis,0
